Time,Names,Frame_idx,Bboxes,Emotion
18.04,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",451,"[[0.46561574935913086, 0.3211555242538452, 0.5115177154541015, 0.44365825653076174], [0.11350743770599366, 0.2748900890350342, 0.16526193618774415, 0.42657952308654784], [0.6565842151641845, 0.34116909503936765, 0.7031635761260986, 0.4554920196533203], [0.5596048355102539, 0.3535027980804443, 0.6019513130187988, 0.4602773666381836], [0.3589716911315918, 0.28431403636932373, 0.4157249450683594, 0.416579532623291]]","[['horror', 'halloween', 'fear', 'dreads', 'death', 'evil'], ['criminal', 'happy', 'fun', 'danger', 'addiction', 'violence'], ['love', 'happy', 'fun', 'criminal', 'violence', 'erotic'], ['faithful', 'protest', 'corruption', 'crisis', 'violence', 'funeral'], ['fantasy', 'halloween', 'evil', 'criminal', 'mysterious', 'mystery']]"
18.24,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",456,"[[0.45715999603271484, 0.31755428314208983, 0.5048696994781494, 0.4414694786071777], [0.6496816158294678, 0.33886103630065917, 0.6946094512939454, 0.45881214141845705], [0.11825456619262695, 0.2607328653335571, 0.16734153032302856, 0.40256075859069823], [0.551535701751709, 0.35423970222473145, 0.5937480926513672, 0.46330575942993163], [0.3602782726287842, 0.28773837089538573, 0.41554646492004393, 0.41438937187194824]]","[['horror', 'fear', 'surprise', 'faithful', 'murder', 'dreads'], ['murder', 'criminal', 'faithful', 'victim', 'corruption', 'violence'], ['happy', 'love', 'fun', 'success', 'smiling', 'smile'], ['faithful', 'funeral', 'cheer', 'protest', 'mourn', 'grace'], ['celebration', 'fun', 'protest', 'fantasy', 'holiday', 'faithful']]"
18.44,"['Unknown', 'Unknown', 'Unknown', 'Unknown']",461,"[[0.11474312543869018, 0.24782772064208985, 0.17087850570678711, 0.39208900928497314], [0.45843191146850587, 0.30777535438537595, 0.502471923828125, 0.4290297985076904], [0.5502657413482666, 0.3511518955230713, 0.5909595012664794, 0.4534884452819824], [0.6400039672851563, 0.3382431507110596, 0.6807007789611816, 0.442720365524292]]","[['happy', 'faithful', 'smile', 'celebration', 'smiling', 'cheer'], ['horror', 'fear', 'dreads', 'halloween', 'surprise', 'scared'], ['faithful', 'protest', 'corruption', 'funeral', 'murder', 'crisis'], ['love', 'happy', 'fun', 'smiling', 'wedding', 'happiness']]"
18.64,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",466,"[[0.11782698631286621, 0.24760875701904297, 0.17416943311691285, 0.39152021408081056], [0.4551201820373535, 0.30256650447845457, 0.49982576370239257, 0.4227036476135254], [0.548142671585083, 0.34807255268096926, 0.5865364074707031, 0.44434571266174316], [0.632039737701416, 0.33464181423187256, 0.6764851570129394, 0.44519929885864257], [0.3541897773742676, 0.2832155227661133, 0.41067023277282716, 0.41457114219665525]]","[['faithful', 'cheer', 'corruption', 'protest', 'happy', 'festival'], ['horror', 'fear', 'dreads', 'surprise', 'halloween', 'frightened'], ['faithful', 'funeral', 'protest', 'corruption', 'crisis', 'cheer'], ['protest', 'faithful', 'cheer', 'funeral', 'corruption', 'shout'], ['protest', 'faithful', 'pride', 'celebration', 'criminal', 'violence']]"
19.04,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",476,"[[0.4603159427642822, 0.3054571390151978, 0.5035286903381347, 0.4152697563171387], [0.1462159276008606, 0.2583391904830933, 0.19907820224761963, 0.38888068199157716], [0.5486209392547607, 0.3465172052383423, 0.5852973937988282, 0.44104948043823244], [0.6302107810974121, 0.33440656661987306, 0.6704855918884277, 0.4436612606048584], [0.34097530841827395, 0.27267966270446775, 0.39485344886779783, 0.4008025169372559]]","[['horror', 'fear', 'dreads', 'criminal', 'murder', 'violence'], ['faithful', 'protest', 'cheer', 'corruption', 'pride', 'festival'], ['happy', 'fun', 'smile', 'cheerful', 'love', 'smiling'], ['faithful', 'happy', 'celebration', 'love', 'fun', 'funeral'], ['faithful', 'protest', 'celebration', 'pride', 'happy', 'violence']]"
19.24,"['Unknown', 'Unknown', 'Unknown', 'Huynh Phuong', 'Unknown']",481,"[[0.4607565879821777, 0.2996704339981079, 0.5058900833129882, 0.4116207122802734], [0.16410945653915404, 0.2603668928146362, 0.21602199077606202, 0.3838317632675171], [0.3361103057861328, 0.2508264064788818, 0.3928877353668213, 0.3920884132385254], [0.6255628585815429, 0.33051774501800535, 0.6658224105834961, 0.43146276473999023], [0.5497569561004638, 0.3441445827484131, 0.5840976715087891, 0.4296900272369385]]","[['horror', 'fear', 'dreads', 'murder', 'violence', 'death'], ['protest', 'corruption', 'faithful', 'happy', 'cheer', 'criminal'], ['faithful', 'protest', 'pride', 'celebration', 'war', 'exasperated'], ['protest', 'corruption', 'violence', 'faithful', 'crisis', 'victim'], ['cheer', 'happy', 'fun', 'celebration', 'smile', 'celebrate']]"
19.44,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",486,"[[0.4673300266265869, 0.29451885223388674, 0.5078860282897949, 0.3957643508911133], [0.3422358274459839, 0.24292292594909667, 0.39760050773620603, 0.37617685794830324], [0.1817629814147949, 0.2639391660690308, 0.23028104305267333, 0.3838711977005005], [0.6245204925537109, 0.3308105945587158, 0.6630358695983887, 0.4247904777526855], [0.24229001998901367, 0.32266786098480227, 0.27054381370544434, 0.3943084478378296], [0.5514968872070313, 0.3354800701141357, 0.5864884853363037, 0.4225460529327393], [0.0010045859962701797, 0.1565091609954834, 0.051138705015182494, 0.292850923538208]]","[['criminal', 'violence', 'protest', 'fear', 'murder', 'dreads'], ['protest', 'faithful', 'pride', 'shout', 'war', 'violence'], ['faithful', 'corruption', 'criminal', 'happy', 'protest', 'success'], ['faithful', 'protest', 'corruption', 'funeral', 'violence', 'shout'], ['criminal', 'faithful', 'defense', 'guilty', 'murder', 'abuse'], ['happy', 'addiction', 'cheer', 'smile', 'celebration', 'corruption'], ['corruption', 'criminal', 'violence', 'murder', 'protest', 'faithful']]"
19.64,"['Unknown', 'Huynh Phuong', 'Unknown', 'Unknown', 'Unknown']",491,"[[0.47064962387084963, 0.2839633941650391, 0.5107107162475586, 0.38491315841674806], [0.622339916229248, 0.31480860710144043, 0.6620398044586182, 0.41365699768066405], [0.35416269302368164, 0.23991942405700684, 0.4107827186584473, 0.3760896921157837], [0.5524157524108887, 0.32659525871276857, 0.5865897178649903, 0.41238651275634763], [0.1950676918029785, 0.25234146118164064, 0.24285314083099366, 0.3637454748153687]]","[['faithful', 'protest', 'shout', 'violence', 'crisis', 'corruption'], ['protest', 'faithful', 'corruption', 'violence', 'funeral', 'shout'], ['protest', 'faithful', 'pride', 'shout', 'cheer', 'funeral'], ['faithful', 'protest', 'crisis', 'struggling', 'shout', 'corruption'], ['protest', 'corruption', 'faithful', 'shout', 'violence', 'funeral']]"
20.04,"['Unknown', 'Unknown', 'Unknown', 'Unknown']",501,"[[0.47229785919189454, 0.27691590785980225, 0.5126121044158936, 0.3749488353729248], [0.5469794273376465, 0.3201852798461914, 0.5800950050354003, 0.40567598342895506], [0.21428322792053223, 0.2463909387588501, 0.256618857383728, 0.3521721363067627], [0.6120566368103028, 0.31172709465026854, 0.6489323616027832, 0.4052633285522461]]","[['protest', 'shout', 'crisis', 'violence', 'faithful', 'victim'], ['faithful', 'protest', 'crisis', 'violence', 'funeral', 'corruption'], ['corruption', 'protest', 'faithful', 'funeral', 'fraud', 'war'], ['faithful', 'protest', 'violence', 'murder', 'funeral', 'corruption']]"
20.24,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",506,"[[0.4725498676300049, 0.28357582092285155, 0.5105981826782227, 0.3729790449142456], [0.542487382888794, 0.3252636194229126, 0.5732931613922119, 0.40286593437194823], [0.6055774211883544, 0.31388182640075685, 0.6430475234985351, 0.41231679916381836], [0.21866412162780763, 0.2605607986450195, 0.2609025239944458, 0.36189961433410645], [0.0716316819190979, 0.17178677320480346, 0.11556007862091064, 0.28467555046081544]]","[['violence', 'criminal', 'death', 'addiction', 'victim', 'problem'], ['corruption', 'protest', 'faithful', 'defense', 'violence', 'crisis'], ['violence', 'addiction', 'criminal', 'problem', 'victim', 'danger'], ['corruption', 'criminal', 'faithful', 'protest', 'violence', 'fraud'], ['murder', 'violence', 'death', 'corruption', 'criminal', 'victim']]"
20.44,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",511,"[[0.08777034878730774, 0.15937390327453613, 0.1339883327484131, 0.279915452003479], [0.4701257228851318, 0.2813286781311035, 0.5074183940887451, 0.3737239599227905], [0.5982810020446777, 0.3200520515441895, 0.6339452743530274, 0.41137166023254396], [0.5362629413604736, 0.3286513090133667, 0.5635464668273926, 0.40029420852661135], [0.7047643184661865, 0.8405963897705078, 0.7590547561645508, 0.9902721405029297]]","[['happy', 'fun', 'smile', 'smiling', 'cheerful', 'celebration'], ['violence', 'fear', 'criminal', 'dreads', 'horror', 'victim'], ['faithful', 'protest', 'corruption', 'funeral', 'violence', 'victim'], ['criminal', 'corruption', 'punishment', 'success', 'guilty', 'happy'], ['horror', 'love', 'addiction', 'halloween', 'fun', 'death']]"
20.64,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",516,"[[0.35162398815155027, 0.23620388507843018, 0.4103219985961914, 0.37020490169525144], [0.8012451171875, 0.8289096832275391, 0.8602909088134766, 0.9781888961791992], [0.47222251892089845, 0.29252333641052247, 0.5068328857421875, 0.37884318828582764], [0.5900191783905029, 0.3265340805053711, 0.6204885959625244, 0.4026034355163574], [0.12133723497390747, 0.18100733757019044, 0.15839574337005616, 0.2737537384033203], [0.5299041748046875, 0.33391504287719725, 0.5559067249298095, 0.3999494552612305]]","[['protest', 'criminal', 'faithful', 'death', 'murder', 'celebration'], ['love', 'celebration', 'happy', 'holiday', 'fun', 'addiction'], ['criminal', 'violence', 'victim', 'protest', 'fear', 'punishment'], ['criminal', 'corruption', 'violence', 'success', 'happy', 'love'], ['success', 'criminal', 'corruption', 'fraud', 'happy', 'defense'], ['criminal', 'corruption', 'success', 'punishment', 'alone', 'guilty']]"
21.04,"['Son Tung', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",526,"[[0.3403207302093506, 0.23624238967895508, 0.3967976331710815, 0.3639411926269531], [0.17325363159179688, 0.22526040077209472, 0.21135811805725097, 0.3196073055267334], [0.75521240234375, 0.8043427467346191, 0.8085202217102051, 0.934760570526123], [0.46904988288879396, 0.3020561933517456, 0.5021247863769531, 0.3832487821578979], [0.5187286376953125, 0.34010841846466067, 0.5420892715454102, 0.40002665519714353]]","[['protest', 'criminal', 'faithful', 'corruption', 'murder', 'funeral'], ['happy', 'faithful', 'celebration', 'corruption', 'fun', 'success'], ['love', 'happy', 'fun', 'smile', 'holiday', 'celebration'], ['criminal', 'violence', 'punishment', 'victim', 'protest', 'corruption'], ['criminal', 'success', 'corruption', 'happy', 'punishment', 'guilty']]"
21.24,"['Unknown', 'Unknown', 'Unknown', 'Son Tung', 'Unknown']",531,"[[0.2050856351852417, 0.23467044830322265, 0.24144127368927001, 0.3245692253112793], [0.6263564109802247, 0.7526473999023438, 0.666476821899414, 0.8624832153320312], [0.4693498134613037, 0.30578935146331787, 0.500239372253418, 0.38120570182800295], [0.3440511226654053, 0.21510772705078124, 0.4043250560760498, 0.3505157232284546], [0.5619804859161377, 0.326361870765686, 0.5907128334045411, 0.40071892738342285]]","[['faithful', 'love', 'happy', 'fun', 'corruption', 'smile'], ['criminal', 'love', 'addiction', 'murder', 'danger', 'violence'], ['protest', 'criminal', 'violence', 'shout', 'crisis', 'corruption'], ['criminal', 'protest', 'faithful', 'war', 'corruption', 'danger'], ['violence', 'struggling', 'criminal', 'war', 'love', 'fight']]"
21.44,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",536,"[[0.601808738708496, 0.7074054718017578, 0.6437349319458008, 0.8269010543823242], [0.23510255813598632, 0.23505096435546874, 0.2715291976928711, 0.32560391426086427], [0.46433191299438475, 0.2958521842956543, 0.49661765098571775, 0.3791677474975586], [0.17146084308624268, 0.11757581233978272, 0.21218960285186766, 0.221343469619751], [0.7045116424560547, 0.7408429145812988, 0.747678565979004, 0.8501813888549805], [0.5788674354553223, 0.3826779365539551, 0.6037525177001953, 0.44648494720458987]]","[['addiction', 'criminal', 'love', 'danger', 'problem', 'violence'], ['funeral', 'happy', 'faithful', 'protest', 'corruption', 'love'], ['protest', 'shout', 'violence', 'criminal', 'corruption', 'crisis'], ['criminal', 'violence', 'danger', 'problem', 'addiction', 'murder'], ['criminal', 'angry', 'danger', 'problem', 'struggling', 'bothered'], ['happy', 'fun', 'shout', 'surprise', 'love', 'fear']]"
21.64,"['Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",541,"[[0.697017240524292, 0.6919788837432861, 0.7372953414916992, 0.7960326194763183], [0.46338562965393065, 0.2956141233444214, 0.49597625732421874, 0.3800084114074707], [0.20205824375152587, 0.13717248439788818, 0.2370007276535034, 0.22646687030792237], [0.0994284987449646, 0.09890968799591064, 0.13993773460388184, 0.21286206245422362], [0.595778512954712, 0.6968578815460205, 0.6319042205810547, 0.797382926940918], [0.25794527530670164, 0.25353002548217773, 0.2935966491699219, 0.3426208019256592]]","[['faithful', 'love', 'fun', 'happy', 'murder', 'struggling'], ['protest', 'shout', 'violence', 'funeral', 'faithful', 'murder'], ['violence', 'love', 'victim', 'criminal', 'sad', 'problem'], ['criminal', 'struggling', 'murder', 'corruption', 'festival', 'violence'], ['criminal', 'addiction', 'happy', 'fun', 'danger', 'love'], ['faithful', 'protest', 'funeral', 'cheer', 'corruption', 'crisis']]"
22.04,"['Son Tung', 'Unknown', 'Unknown', 'Unknown', 'Unknown']",551,"[[0.3473318576812744, 0.19167400598526002, 0.40752391815185546, 0.3331862688064575], [0.6584720134735107, 0.646686601638794, 0.7014899253845215, 0.7539848804473877], [0.25459837913513184, 0.15775691270828246, 0.29265289306640624, 0.2508923768997192], [0.5300763130187989, 0.31796514987945557, 0.5538476943969727, 0.3786893129348755], [0.10615942478179932, 0.11228753328323364, 0.1467984914779663, 0.22663116455078125]]","[['protest', 'criminal', 'faithful', 'murder', 'war', 'corruption'], ['happy', 'fun', 'love', 'faithful', 'celebration', 'smile'], ['criminal', 'danger', 'violence', 'fraud', 'corruption', 'problem'], ['criminal', 'corruption', 'guilty', 'punishment', 'violence', 'fraud'], ['faithful', 'protest', 'shout', 'corruption', 'crisis', 'cheer']]"
22.24,"['Son Tung', 'Unknown', 'Unknown', 'Unknown']",556,"[[0.32225542068481444, 0.20115623474121094, 0.3838017225265503, 0.34578604698181153], [0.5176573753356933, 0.32322678565979, 0.5419780731201171, 0.383648681640625], [0.27393574714660646, 0.1755209445953369, 0.3073619604110718, 0.26156880855560305], [0.48413639068603515, 0.32305731773376467, 0.5091093063354493, 0.3873091220855713]]","[['protest', 'faithful', 'criminal', 'murder', 'corruption', 'war'], ['faithful', 'corruption', 'criminal', 'defense', 'guilty', 'murder'], ['criminal', 'corruption', 'violence', 'danger', 'addiction', 'addict'], ['corruption', 'faithful', 'protest', 'criminal', 'violence', 'pray']]"
22.44,"['Son Tung', 'Unknown', 'Unknown']",561,"[[0.3098522424697876, 0.23016753196716308, 0.3669135332107544, 0.36972341537475584], [0.4445019245147705, 0.3146862745285034, 0.47333545684814454, 0.3858032703399658], [0.5181507110595703, 0.3347424030303955, 0.5379275798797607, 0.3868322134017944]]","[['protest', 'faithful', 'exasperated', 'murder', 'holiday', 'celebration'], ['criminal', 'violence', 'murder', 'punishment', 'victim', 'faithful'], ['corruption', 'criminal', 'defense', 'faithful', 'fraud', 'abuse']]"
22.64,"['Son Tung', 'Unknown', 'Unknown']",566,"[[0.3031049966812134, 0.2121976852416992, 0.3627686262130737, 0.36063437461853026], [0.44473748207092284, 0.31697912216186525, 0.4726409435272217, 0.38424489498138426], [0.5154781818389893, 0.33138837814331057, 0.5382731437683106, 0.38884754180908204]]","[['protest', 'faithful', 'murder', 'funeral', 'mourn', 'shout'], ['criminal', 'violence', 'faithful', 'punishment', 'murder', 'corruption'], ['corruption', 'criminal', 'defense', 'abuse', 'fraud', 'crisis']]"
23.04,"['Unknown']",576,"[[0.3190481185913086, 0.18759078979492189, 0.3873905658721924, 0.3459930896759033]]","[['protest', 'faithful', 'shout', 'cheer', 'murder', 'pride']]"
23.24,"['Son Tung']",581,"[[0.32643163204193115, 0.2208930253982544, 0.3908714771270752, 0.3755075454711914]]","[['protest', 'faithful', 'shout', 'murder', 'mourn', 'funeral']]"
23.44,"['Son Tung']",586,"[[0.33974666595458985, 0.20946116447448732, 0.40816211700439453, 0.3715858459472656]]","[['faithful', 'protest', 'murder', 'pride', 'death', 'funeral']]"
23.64,"['Son Tung', 'Unknown', 'Unknown']",591,"[[0.34234259128570554, 0.19016098976135254, 0.4137451171875, 0.3588433742523193], [0.21985433101654053, 0.19879307746887206, 0.25755012035369873, 0.29907381534576416], [0.005435872822999954, 0.4283298492431641, 0.062159621715545656, 0.5713657855987548]]","[['faithful', 'protest', 'murder', 'victim', 'violence', 'halloween'], ['criminal', 'faithful', 'murder', 'corruption', 'violence', 'funeral'], ['criminal', 'danger', 'glow', 'horror', 'addiction', 'halloween']]"
24.04,"['Son Tung', 'Unknown']",601,"[[0.33824036121368406, 0.22364280223846436, 0.40802817344665526, 0.3891037702560425], [0.054961657524108885, 0.4410242557525635, 0.09973013401031494, 0.5573731422424316]]","[['faithful', 'protest', 'funeral', 'shout', 'mourn', 'cheer'], ['horror', 'halloween', 'death', 'murder', 'danger', 'evil']]"
24.24,"['Son Tung', 'Unknown']",606,"[[0.33666629791259767, 0.21341915130615235, 0.40628275871276853, 0.3821920871734619], [0.06870733499526978, 0.43621158599853516, 0.11511042118072509, 0.5497519493103027]]","[['faithful', 'protest', 'murder', 'pride', 'halloween', 'fantasy'], ['criminal', 'murder', 'horror', 'halloween', 'danger', 'mystery']]"
24.44,"['Son Tung', 'Unknown']",611,"[[0.34244914054870607, 0.18258177042007445, 0.4193718910217285, 0.3629492521286011], [0.0869107961654663, 0.4401888370513916, 0.1282941222190857, 0.543863582611084]]","[['halloween', 'murder', 'horror', 'fantasy', 'nightmare', 'fear'], ['criminal', 'murder', 'danger', 'horror', 'halloween', 'evil']]"
24.64,"['Son Tung', 'Unknown']",616,"[[0.348151707649231, 0.19272124767303467, 0.4313494682312012, 0.3881566524505615], [0.09479210376739503, 0.44805102348327636, 0.1345689058303833, 0.5473363399505615]]","[['halloween', 'protest', 'fantasy', 'criminal', 'violence', 'evil'], ['criminal', 'murder', 'halloween', 'horror', 'death', 'danger']]"
25.04,"['Son Tung', 'Unknown']",626,"[[0.36020495891571047, 0.21586930751800537, 0.4492642402648926, 0.43370447158813474], [0.11642873287200928, 0.44651498794555666, 0.15415209531784058, 0.5409699440002441]]","[['faithful', 'protest', 'pride', 'celebration', 'war', 'fantasy'], ['glow', 'horror', 'halloween', 'danger', 'death', 'love']]"
25.24,"['Son Tung', 'Unknown']",631,"[[0.3560978174209595, 0.20698647499084472, 0.44566831588745115, 0.4289350986480713], [0.11869164705276489, 0.4524232864379883, 0.1565906286239624, 0.5458702564239502]]","[['pride', 'faithful', 'protest', 'war', 'celebration', 'fantasy'], ['death', 'horror', 'halloween', 'glow', 'criminal', 'murder']]"
25.44,"['Son Tung', 'Unknown']",636,"[[0.35182693004608157, 0.20852303504943848, 0.4456153392791748, 0.44054594039916994], [0.12068718671798706, 0.4565699100494385, 0.1604709029197693, 0.5566538810729981]]","[['pride', 'protest', 'faithful', 'war', 'criminal', 'corruption'], ['criminal', 'danger', 'horror', 'death', 'addiction', 'love']]"
25.64,"['Son Tung', 'Unknown']",641,"[[0.34040241241455077, 0.24088742733001708, 0.43956937789916994, 0.4935734748840332], [0.12018976211547852, 0.46215028762817384, 0.1596946597099304, 0.5609622478485108]]","[['pride', 'faithful', 'protest', 'halloween', 'fantasy', 'war'], ['criminal', 'death', 'glow', 'danger', 'love', 'murder']]"
26.04,"['Son Tung', 'Unknown']",651,"[[0.3448966026306152, 0.2193359136581421, 0.4615300178527832, 0.5095666885375977], [0.11875710487365723, 0.4602473735809326, 0.1603323221206665, 0.563579797744751]]","[['faithful', 'pride', 'fantasy', 'protest', 'halloween', 'mystery'], ['glow', 'erotic', 'love', 'horror', 'fantasy', 'death']]"
26.24,"['Son Tung', 'Unknown']",656,"[[0.38051595687866213, 0.18171775341033936, 0.5107075691223144, 0.5196475505828857], [0.11877222061157226, 0.46065120697021483, 0.16115186214447022, 0.5657028198242188]]","[['pride', 'faithful', 'protest', 'celebration', 'fantasy', 'holiday'], ['glow', 'erotic', 'love', 'death', 'fantasy', 'horror']]"
26.44,"['Son Tung']",661,"[[0.43629989624023435, 0.2356792211532593, 0.5837252616882325, 0.5955608367919922]]","[['fantasy', 'pride', 'halloween', 'mystery', 'serious', 'mysterious']]"
26.64,"['Chi Pu']",666,"[[0.4792952060699463, 0.034116148948669434, 0.7327738761901855, 0.78843092918396]]","[['love', 'alone', 'happy', 'mystery', 'criminal', 'danger']]"
27.04,"['Chi Pu']",676,"[[0.46289515495300293, 0.032673388719558716, 0.723626708984375, 0.795479679107666]]","[['mystery', 'mysterious', 'evil', 'halloween', 'fantasy', 'criminal']]"
27.24,"['Chi Pu']",681,"[[0.46271820068359376, 0.05071130394935608, 0.7225897312164307, 0.7925243377685547]]","[['mystery', 'danger', 'criminal', 'evil', 'mysterious', 'halloween']]"
27.44,"['Chi Pu']",686,"[[0.45784640312194824, 0.0522121787071228, 0.7200003623962402, 0.7844928741455078]]","[['criminal', 'mystery', 'danger', 'evil', 'mysterious', 'serious']]"
27.64,"['Chi Pu']",691,"[[0.5019265174865722, 0.023927420377731323, 0.7608296871185303, 0.748782730102539]]","[['happy', 'smile', 'serious', 'smiling', 'alone', 'success']]"
28.04,"['Chi Pu']",701,"[[0.4999853134155273, 0.05312606692314148, 0.7553198337554932, 0.7655706405639648]]","[['happy', 'smile', 'smiling', 'casual', 'success', 'confident']]"
28.24,"['Chi Pu']",706,"[[0.5008328437805176, 0.06753221154212952, 0.7522475242614746, 0.7705302238464355]]","[['happy', 'serious', 'success', 'smile', 'smiling', 'holiday']]"
28.44,"['Unknown']",711,"[[0.5041258811950684, 0.06522291898727417, 0.7613802433013916, 0.7797982692718506]]","[['happy', 'smile', 'glow', 'smiling', 'success', 'holiday']]"
28.64,"['Unknown']",716,"[[0.5173427581787109, 0.07173469662666321, 0.7627514839172364, 0.7748122215270996]]","[['happy', 'smile', 'glow', 'smiling', 'holiday', 'fun']]"
